image_url,reason
CNR-EXT/PATCHES/OVERCAST/2015-11-20/camera7/O_2015-11-20_17.48_C07_244.jpg,uniform_black_placeholder
CNR-EXT/PATCHES/OVERCAST/2015-11-20/camera8/O_2015-11-20_17.28_C08_244.jpg,uniform_black_placeholder
CNR-EXT/PATCHES/OVERCAST/2015-11-20/camera9/O_2015-11-20_17.17_C09_253.jpg,uniform_black_placeholder
CNR-EXT/PATCHES/OVERCAST/2015-11-20/camera9/O_2015-11-20_17.17_C09_254.jpg,uniform_black_placeholder
CNR-EXT/PATCHES/OVERCAST/2015-11-20/camera8/O_2015-11-20_17.28_C08_254.jpg,uniform_black_placeholder
CNR-EXT/PATCHES/OVERCAST/2015-11-20/camera9/O_2015-11-20_17.47_C09_254.jpg,uniform_black_placeholder
CNR-EXT/PATCHES/OVERCAST/2015-11-20/camera9/O_2015-11-20_17.17_C09_291.jpg,uniform_black_placeholder
CNR-EXT/PATCHES/OVERCAST/2015-11-20/camera8/O_2015-11-20_17.28_C08_291.jpg,uniform_black_placeholder
CNR-EXT/PATCHES/OVERCAST/2015-11-20/camera9/O_2015-11-20_17.47_C09_291.jpg,uniform_black_placeholder
CNR-EXT/PATCHES/OVERCAST/2015-11-20/camera8/O_2015-11-20_17.28_C08_313.jpg,uniform_black_placeholder
CNR-EXT/PATCHES/OVERCAST/2015-11-20/camera8/O_2015-11-20_17.28_C08_314.jpg,uniform_black_placeholder
CNR-EXT/PATCHES/OVERCAST/2015-11-20/camera8/O_2015-11-20_17.28_C08_315.jpg,uniform_black_placeholder
CNR-EXT/PATCHES/OVERCAST/2015-11-20/camera8/O_2015-11-20_17.28_C08_316.jpg,uniform_black_placeholder
CNR-EXT/PATCHES/OVERCAST/2015-11-20/camera7/O_2015-11-20_17.48_C07_316.jpg,uniform_black_placeholder
CNR-EXT/PATCHES/OVERCAST/2015-11-20/camera8/O_2015-11-20_17.28_C08_317.jpg,uniform_black_placeholder
CNR-EXT/PATCHES/OVERCAST/2015-11-20/camera8/O_2015-11-20_17.28_C08_325.jpg,uniform_black_placeholder
CNR-EXT/PATCHES/OVERCAST/2015-11-20/camera8/O_2015-11-20_17.28_C08_327.jpg,uniform_black_placeholder
CNR-EXT/PATCHES/OVERCAST/2015-11-20/camera9/O_2015-11-20_17.47_C09_327.jpg,uniform_black_placeholder
CNR-EXT/PATCHES/OVERCAST/2015-11-20/camera8/O_2015-11-20_17.28_C08_614.jpg,uniform_black_placeholder
CNR-EXT/PATCHES/RAINY/2015-11-21/camera9/R_2015-11-21_17.47_C09_253.jpg,uniform_black_placeholder
CNR-EXT/PATCHES/RAINY/2015-11-21/camera9/R_2015-11-21_17.47_C09_254.jpg,uniform_black_placeholder
CNR-EXT/PATCHES/RAINY/2015-11-21/camera9/R_2015-11-21_17.47_C09_326.jpg,uniform_black_placeholder
CNR-EXT/PATCHES/RAINY/2015-11-21/camera8/R_2015-11-21_07.00_C08_327.jpg,uniform_black_placeholder
CNR-EXT/PATCHES/SUNNY/2015-11-22/camera9/S_2015-11-22_17.47_C09_253.jpg,uniform_black_placeholder
CNR-EXT/PATCHES/SUNNY/2015-11-22/camera9/S_2015-11-22_17.47_C09_325.jpg,uniform_black_placeholder
CNR-EXT/PATCHES/SUNNY/2015-11-22/camera9/S_2015-11-22_17.47_C09_326.jpg,uniform_black_placeholder
CNR-EXT/PATCHES/OVERCAST/2015-11-25/camera9/O_2015-11-25_17.47_C09_290.jpg,uniform_black_placeholder
CNR-EXT/PATCHES/OVERCAST/2015-11-25/camera9/O_2015-11-25_17.47_C09_292.jpg,uniform_black_placeholder
CNR-EXT/PATCHES/OVERCAST/2015-11-25/camera9/O_2015-11-25_17.17_C09_326.jpg,uniform_black_placeholder
CNR-EXT/PATCHES/OVERCAST/2015-11-25/camera9/O_2015-11-25_17.47_C09_326.jpg,uniform_black_placeholder
CNR-EXT/PATCHES/OVERCAST/2015-11-25/camera9/O_2015-11-25_17.47_C09_327.jpg,uniform_black_placeholder
CNR-EXT/PATCHES/RAINY/2016-01-08/camera9/R_2016-01-08_17.25_C09_254.jpg,uniform_black_placeholder
CNR-EXT/PATCHES/RAINY/2016-01-08/camera6/R_2016-01-08_17.23_C06_304.jpg,uniform_black_placeholder
CNR-EXT/PATCHES/RAINY/2016-01-08/camera6/R_2016-01-08_17.23_C06_307.jpg,uniform_black_placeholder
CNR-EXT/PATCHES/RAINY/2016-01-08/camera9/R_2016-01-08_17.25_C09_325.jpg,uniform_black_placeholder
CNR-EXT/PATCHES/RAINY/2016-01-08/camera9/R_2016-01-08_17.25_C09_327.jpg,uniform_black_placeholder
CNR-EXT/PATCHES/RAINY/2016-01-08/camera7/R_2016-01-08_17.28_C07_612.jpg,uniform_black_placeholder
CNR-EXT/PATCHES/RAINY/2016-02-12/camera9/R_2016-02-12_18.12_C09_253.jpg,uniform_black_placeholder
CNR-EXT/PATCHES/RAINY/2016-02-12/camera9/R_2016-02-12_18.12_C09_325.jpg,uniform_black_placeholder
