image_id,image_url,reason,content_sha256
PUC/2012-09-11/18:08:41#022,PKLot/PKLotSegmented/PUC/Sunny/2012-09-11/Empty/2012-09-11_18_08_41#022.jpg,conflicting_occupancy_labels,5727e970c85f5a51a8c2ab84905cca8f5e005d8b9bb747c57c0e29fdae19521e
PUC/2012-09-11/18:08:41#022,PKLot/PKLotSegmented/PUC/Sunny/2012-09-11/Occupied/2012-09-11_18_08_41#022.jpg,conflicting_occupancy_labels,5727e970c85f5a51a8c2ab84905cca8f5e005d8b9bb747c57c0e29fdae19521e
PUC/2012-09-14/15:26:26#019,PKLot/PKLotSegmented/PUC/Sunny/2012-09-14/Empty/2012-09-14_15_26_26#019.jpg,conflicting_occupancy_labels,f0f0d2002c4a75fb6850c2e457956a2dc254ca8de03ed188366a48f5dd7a06c9
PUC/2012-09-14/15:26:26#031,PKLot/PKLotSegmented/PUC/Sunny/2012-09-14/Empty/2012-09-14_15_26_26#031.jpg,conflicting_occupancy_labels,c9811e67b3d7af455a9439b9c02fb59d53244c344745f621aecd1b332c85613a
PUC/2012-09-14/15:26:26#036,PKLot/PKLotSegmented/PUC/Sunny/2012-09-14/Empty/2012-09-14_15_26_26#036.jpg,conflicting_occupancy_labels,3797a08fac4dcc1071a9c5be9f74b0c5254882c9a9f3981da3092c0f75927e13
PUC/2012-09-14/15:26:26#038,PKLot/PKLotSegmented/PUC/Sunny/2012-09-14/Empty/2012-09-14_15_26_26#038.jpg,conflicting_occupancy_labels,6e8dade556000e817d85b5f995174d3e291a2d7216e710a916df0dcdd319f2c9
PUC/2012-09-14/15:26:26#041,PKLot/PKLotSegmented/PUC/Sunny/2012-09-14/Empty/2012-09-14_15_26_26#041.jpg,conflicting_occupancy_labels,bcd8153dbfb4ac9090a2b4f4e21ec13456e772b4a754e32df952547a262ba3b2
PUC/2012-09-14/15:26:26#089,PKLot/PKLotSegmented/PUC/Sunny/2012-09-14/Empty/2012-09-14_15_26_26#089.jpg,conflicting_occupancy_labels,fb24c55170cfd8263d4bddfc28b513019a2999d289ca10aaf2fe886697bd5266
PUC/2012-09-14/15:31:27#004,PKLot/PKLotSegmented/PUC/Sunny/2012-09-14/Empty/2012-09-14_15_31_27#004.jpg,conflicting_occupancy_labels,645f01b791c7d793591e225ea9670449cc09865de89da98552a46543bb3f3c10
PUC/2012-09-14/15:31:27#007,PKLot/PKLotSegmented/PUC/Sunny/2012-09-14/Empty/2012-09-14_15_31_27#007.jpg,conflicting_occupancy_labels,909e8be8b5660029066723293d356ff0e28298f2ea0588f1af931959f462e830
PUC/2012-09-14/15:31:27#010,PKLot/PKLotSegmented/PUC/Sunny/2012-09-14/Empty/2012-09-14_15_31_27#010.jpg,conflicting_occupancy_labels,18efe7f468192a673d95799f6506c51b7bbcaebd0803320b1bdf281bdb3fa848
PUC/2012-09-14/15:31:27#011,PKLot/PKLotSegmented/PUC/Sunny/2012-09-14/Empty/2012-09-14_15_31_27#011.jpg,conflicting_occupancy_labels,289fe6a309c6a1ec375f5c1e49a11ffb88b093d09a7cd3f4e4f4b217fc59d9a7
PUC/2012-09-14/15:31:27#015,PKLot/PKLotSegmented/PUC/Sunny/2012-09-14/Empty/2012-09-14_15_31_27#015.jpg,conflicting_occupancy_labels,c372b8cf32904851771e42a08809a15b7529afe64a1a1c0357221465b98c1fba
PUC/2012-09-14/15:31:27#016,PKLot/PKLotSegmented/PUC/Sunny/2012-09-14/Empty/2012-09-14_15_31_27#016.jpg,conflicting_occupancy_labels,e692ad7521a9296eb4d32c83f6c99acc53dc8cfb02ebb1073a24062908249930
PUC/2012-09-14/15:31:27#019,PKLot/PKLotSegmented/PUC/Sunny/2012-09-14/Empty/2012-09-14_15_31_27#019.jpg,conflicting_occupancy_labels,8286086fccaf3e06ecc83c6e111890a6316f6317bf3b6726e7f65c8f211ccbb7
PUC/2012-09-14/15:31:27#026,PKLot/PKLotSegmented/PUC/Sunny/2012-09-14/Empty/2012-09-14_15_31_27#026.jpg,conflicting_occupancy_labels,13e651dbb866539b832b2425a08d2ae76b7cf8dc9669dc1ce8afbe717a5cd7ba
PUC/2012-09-14/15:31:27#031,PKLot/PKLotSegmented/PUC/Sunny/2012-09-14/Empty/2012-09-14_15_31_27#031.jpg,conflicting_occupancy_labels,d814779404a3c725f37d61e7f74bb86f6e5ab70725191cd1f16f3c15af2e2382
PUC/2012-09-14/15:31:27#038,PKLot/PKLotSegmented/PUC/Sunny/2012-09-14/Empty/2012-09-14_15_31_27#038.jpg,conflicting_occupancy_labels,b0ff31f0ef07c23185cf71996a13e4babc4040a60139622439578f1cbe652b97
PUC/2012-09-14/15:31:27#039,PKLot/PKLotSegmented/PUC/Sunny/2012-09-14/Empty/2012-09-14_15_31_27#039.jpg,conflicting_occupancy_labels,239e6a01276dc54b5f542896c255944910bbd3bc49d9703dfef465c19bc444fb
PUC/2012-09-14/15:31:27#041,PKLot/PKLotSegmented/PUC/Sunny/2012-09-14/Empty/2012-09-14_15_31_27#041.jpg,conflicting_occupancy_labels,6cbbf818b852a10530c569db6a7f8d0f4af37d0a48c14515e1dc1f42ff01528f
PUC/2012-09-14/15:31:27#042,PKLot/PKLotSegmented/PUC/Sunny/2012-09-14/Empty/2012-09-14_15_31_27#042.jpg,conflicting_occupancy_labels,c907669ceffb5e18789a55f3b99cf9c35d24bc971470ec42bdd0900a259e0df3
PUC/2012-09-14/15:31:27#043,PKLot/PKLotSegmented/PUC/Sunny/2012-09-14/Empty/2012-09-14_15_31_27#043.jpg,conflicting_occupancy_labels,76d4ffd45fcf9d3d58d76de76ecd849b515dce55fa32a9182220742cc50e2bdb
PUC/2012-09-14/15:31:27#044,PKLot/PKLotSegmented/PUC/Sunny/2012-09-14/Empty/2012-09-14_15_31_27#044.jpg,conflicting_occupancy_labels,8692eb9ecf405c7fd7c2d56aef3f07e9c1d259d06c71bc9d89bae09069a5e9d6
PUC/2012-09-14/15:31:27#089,PKLot/PKLotSegmented/PUC/Sunny/2012-09-14/Empty/2012-09-14_15_31_27#089.jpg,conflicting_occupancy_labels,29655f1dc6522704cfb83db88fe5809aed2280409fa94e9957276616b0658de7
PUC/2012-09-14/15:36:27#001,PKLot/PKLotSegmented/PUC/Sunny/2012-09-14/Empty/2012-09-14_15_36_27#001.jpg,conflicting_occupancy_labels,42806be0fb3c80c4cbf4108b4c222a19660335ee0ff61b5b764497d98b8030b7
PUC/2012-09-14/15:36:27#004,PKLot/PKLotSegmented/PUC/Sunny/2012-09-14/Empty/2012-09-14_15_36_27#004.jpg,conflicting_occupancy_labels,99c730a2b5e7ba7501c41fd8918109cdc380e1065080aa2350a8cc9ae0fdbd06
PUC/2012-09-14/15:36:27#007,PKLot/PKLotSegmented/PUC/Sunny/2012-09-14/Empty/2012-09-14_15_36_27#007.jpg,conflicting_occupancy_labels,2d8354c878b8d6e93e1c48f13b6a81c4c4d0e7517f738806b76d60166aa863f1
